"show_id","type","title","country","date_added","release_year","rating","duration","listed_in","description"
"s242","TV Show","Manifest","United States","2021-08-21 00:00:00","2021","TV-14","3 Seasons","TV Dramas, TV Mysteries, TV Sci-Fi & Fantasy","When a plane mysteriously lands years after takeoff, the people onboard return to a world that has moved on without them and face strange, new realities."
"s243","TV Show","Comedy Premium League","null","2021-08-20 00:00:00","2021","TV-MA","1 Season","International TV Shows, TV Comedies","With satirical sketches, cheeky debates and blistering roasts, 16 of Indiaâ€™s wittiest entertainers compete in teams to be named the ultimate comedy champs."
"s244","TV Show","Everything Will Be Fine","null","2021-08-20 00:00:00","2021","TV-MA","1 Season","International TV Shows, Spanish-Language TV Shows, TV Comedies","A separated couple live together for their child's sake in this satirical dramedy about what it means to be a good parent and spouse in today's world."
"s245","Movie","Gunshot","null","2021-08-20 00:00:00","2018","TV-14","96 min","Dramas, International Movies, Thrillers","After a clash at a protest ends in bloodshed, a forensic doctor and a journalist embark on a search for the elusive truth."
"s246","TV Show","Korean Cold Noodle Rhapsody","null","2021-08-20 00:00:00","2021","TV-PG","1 Season","Docuseries, International TV Shows","Refreshing and flavorful, naengmyeon is Korea's coolest summertime staple. A journey through its history begins, from how it's cooked to how it's loved."
"s247","Movie","Man in Love","null","2021-08-20 00:00:00","2021","TV-MA","115 min","Dramas, International Movies, Romantic Movies","When he meets a debt-ridden woman who's caring for her ailing father, a debt collector with a heart of gold sets out to win her love."
"s248","Movie","Sweet Girl","United States","2021-08-20 00:00:00","2021","R","110 min","Action & Adventure, Dramas","He lost the love of his life to a pharmaceutical company's greed. Now his daughter is without a mother, and he's without justice. For now."
"s249","TV Show","The Chair","null","2021-08-20 00:00:00","2021","TV-MA","1 Season","TV Comedies, TV Dramas","At a major university, the first woman of color to become chair tries to meet the dizzying demands and high expectations of a failing English department."
"s250","Movie","The Loud House Movie","null","2021-08-20 00:00:00","2021","TV-Y7","88 min","Children & Family Movies, Comedies, Music & Musicals","With his parents and all 10 sisters in tow, Lincoln Loud heads to Scotland and learns that royalty runs in the family in this global musical journey!"
"s251","Movie","A Faraway Land","null","2021-08-19 00:00:00","2020","TV-PG","102 min","Dramas, International Movies, Romantic Movies","In the Faroe Islands, a married woman meets a reporter filming a documentary on overseas Filipino workers, which soon sparks a complicated love story."
"s252","Movie","Like Crazy","United States","2021-08-19 00:00:00","2011","PG-13","91 min","Dramas, Independent Movies, Romantic Movies","A spirited exchange student and an American man fall in love in LA. But their romance faces an uphill battle when she is forced to return to England."
"s253","Movie","Black Island","null","2021-08-18 00:00:00","2021","TV-MA","105 min","International Movies, Thrillers","The dark secrets of a seemingly peaceful island threaten to swallow up an orphaned student when he grows close to a mysterious new teacher."
"s254","Movie","Bombay","India","2021-08-18 00:00:00","1995","TV-14","135 min","Dramas, International Movies, Romantic Movies","Years after they elope against their familyâ€™s wishes, a couple and their sons become caught in the throes of conflict in their city."
"s255","TV Show","Go! Go! Cory Carson","United States","2021-08-18 00:00:00","2021","TV-Y","5 Seasons","Kids' TV","Beep, beep â€“ go, go! Buckle up for fun and adventure with adorable kid car Cory Carson as he explores the winding roads of Bumperton Hills."
"s256","Movie","Memories of a Murderer: The Nilsen Tapes","null","2021-08-18 00:00:00","2021","TV-MA","86 min","Documentaries, International Movies","Serial killer Dennis Nilsen narrates his life and horrific crimes via a series of chilling audiotapes recorded from his jail cell."
"s257","Movie","Nneka The Pretty Serpent","null","2021-08-18 00:00:00","2020","TV-14","140 min","Dramas, International Movies","Years after the mysterious murder of her parents, a traumatized woman gains supernatural powers that aid in her quest for revenge against the killers."
"s258","Movie","O Kadhal Kanmani","null","2021-08-18 00:00:00","2015","TV-14","133 min","Dramas, International Movies, Romantic Movies","It's love at first sight for a young couple repelled by the concept of marriage, but their view shifts when they meet their older-couple neighbors."
"s259","Movie","Out of my league","null","2021-08-18 00:00:00","2020","TV-MA","92 min","Comedies, Dramas, International Movies","Tired of swiping through the dating scene with her besties in tow, a charming yet awkward woman with a rare genetic disorder sets her sights on love."
"s260","Movie","Pahuna","India, Nepal","2021-08-18 00:00:00","2018","TV-PG","82 min","Comedies, Dramas, International Movies","Fleeing unrest in their native Nepal, three young siblings separated from their parents must beat the odds to survive on their own in India."
"s261","TV Show","The Defeated","null","2021-08-18 00:00:00","2020","TV-MA","1 Season","Crime TV Shows, International TV Shows, TV Dramas","In 1946 Berlin, an American cop searches for his missing brother while helping a novice German policewoman fight the violent crimes engulfing the city."
"s262","Movie","The Secret Diary of an Exchange Student","null","2021-08-18 00:00:00","2021","TV-14","97 min","Comedies, International Movies, Romantic Movies","Looking to shake things up, two best friends embark on a life-changing adventure abroad as exchange students. But can they stay out of trouble?"
"s263","Movie","Untold: Deal With the Devil","null","2021-08-18 00:00:00","2021","TV-MA","78 min","Documentaries, LGBTQ Movies, Sports Movies","Christy Martin broke boundaries and noses as she rose in the boxing world, but her public persona belied personal demons, abuse and a threat on her life."
"s264","TV Show","Mother Goose Club","United States","2021-08-16 00:00:00","2016","TV-Y","2 Seasons","Kids' TV","Classic nursery rhymes and children's songs get a fresh twist in this high-energy program that helps kids learn as they dance and sing along."
"s265","Movie","Walk of Shame","United States","2021-08-16 00:00:00","2014","R","94 min","Comedies, Independent Movies","After a night of boozy carousing, a local newscaster finds herself stranded on the streets of LA just hours before the job interview of a lifetime."
"s266","TV Show","Rascal Does Not Dream of Bunny Girl Senpai","Japan","2021-08-15 00:00:00","2018","TV-14","1 Season","Anime Series, International TV Shows, Romantic TV Shows","After experiencing ""puberty syndrome"" himself, high school pariah Sakuta keeps meeting girls suffering from it, including his sister and actor Mai."
"s267","TV Show","The Creative Indians","India","2021-08-15 00:00:00","2020","TV-MA","1 Season","Docuseries, International TV Shows","From chefs and comedians to filmmakers and fashion designers, Indiaâ€™s most notable imaginative minds share their artistic journeys."
"s268","Movie","The Piano","New Zealand, Australia, France, United States","2021-08-15 00:00:00","1993","R","121 min","Classic Movies, Dramas, Independent Movies","With her daughter and her beloved piano in tow, a mute Scottish woman arrives in New Zealand, where a gruff loner sets out to seduce her."
"s269","Movie","Unroyal","null","2021-08-15 00:00:00","2020","TV-MA","97 min","Dramas, International Movies","When a rude and arrogant princess finds herself relying on a gatekeeper after a terrible accident, it may be enough to make her change her ways."
"s270","TV Show","Winx Club","Italy","2021-08-15 00:00:00","2015","TV-Y7","2 Seasons","Kids' TV","In this animated fantasy, a girl named Bloom befriends a band of fairies, then follows them into the secretive and dangerous ""Magical Dimension."""
"s271","Movie","Beckett","Italy, Brazil, Greece","2021-08-13 00:00:00","2021","TV-MA","110 min","Action & Adventure","An American tourist goes on the run in Greece after a tragic accident plunges him into a political conspiracy that makes him a target for assassination."
"s272","TV Show","Brand New Cherry Flavor","United States","2021-08-13 00:00:00","2021","TV-MA","1 Season","TV Dramas, TV Horror, TV Mysteries","A filmmaker heads to Hollywood in the early '90s to make her movie but tumbles down a hallucinatory rabbit hole of sex, magic, revenge â€” and kittens."
"s273","TV Show","Fast & Furious Spy Racers","United States","2021-08-13 00:00:00","2021","TV-Y7","5 Seasons","Kids' TV","A government agency recruits teen driver Tony Toretto and his thrill-seeking friends to infiltrate a criminal street racing circuit as undercover spies."
"s274","TV Show","Gone for Good","France","2021-08-13 00:00:00","2021","TV-MA","1 Season","Crime TV Shows, International TV Shows, TV Dramas","Ten years after losing two loved ones, a man is plunged into another dizzying mystery when his girlfriend vanishes. Based on a Harlan Coben novel."
"s275","TV Show","Grace and Frankie","United States","2021-08-13 00:00:00","2021","TV-MA","7 Seasons","TV Comedies, TV Dramas","Theyâ€™re not friends, but when their husbands leave them for each other, proper Grace and eccentric Frankie begin to bond in this Emmy-nominated series."
"s276","TV Show","The Kingdom","Argentina","2021-08-13 00:00:00","2021","TV-MA","1 Season","Crime TV Shows, International TV Shows, Spanish-Language TV Shows","After his running mate's murder, a controversial televangelist becomes Argentina's presidential candidate. But nothing about him is as holy as he seems."
"s277","TV Show","Valeria","Spain","2021-08-13 00:00:00","2021","TV-MA","2 Seasons","International TV Shows, Romantic TV Shows, Spanish-Language TV Shows","A writer in creative and marital crises finds support from three friends, who are also discovering themselves. Based on the novels by ElÃ­sabet Benavent."
"s278","TV Show","AlRawabi School for Girls","Jordan","2021-08-12 00:00:00","2021","TV-14","1 Season","International TV Shows, TV Dramas, Teen TV Shows","The bullied outcasts at prestigious Al Rawabi School for Girls plot a series of risky takedowns to get back at their tormentors."
"s279","Movie","Lokillo: Nothing's the Same","Colombia","2021-08-12 00:00:00","2021","TV-MA","64 min","Stand-Up Comedy","Through songs and puns, comedian Lokillo Florez hilariously reviews how Latin Americans have adjusted to a new world where no-hugging policies prevail."
"s280","Movie","Monster Hunter: Legends of the Guild","United States, Japan","2021-08-12 00:00:00","2021","TV-PG","59 min","Action & Adventure, Anime Features, Children & Family Movies","In a world where humans and fearsome monsters live in an uneasy balance, young hunter Aiden fights to save his village from destruction by a dragon."
"s281","TV Show","Bake Squad","United States","2021-08-11 00:00:00","2021","TV-PG","1 Season","Reality TV","Expert bakers elevate desserts with next-level ideas and epic execution. Now the battle is on to win over clients in need of very special sweets."
"s282","Movie","Brother Jekwu","Nigeria","2021-08-11 00:00:00","2016","TV-14","101 min","Comedies, International Movies","Chasing wild success, a village hustler follows his cousin from Nigeria to Kenya and stumbles into the shady business affairs of a notorious overlord."
"s283","Movie","La diosa del asfalto","Mexico","2021-08-11 00:00:00","2020","TV-MA","127 min","Dramas, Independent Movies, International Movies","A woman from a tough neighborhood outside Mexico City comes home a rock star, inadvertently provoking a confrontation with the ghosts of her past."
"s284","Movie","Misha and the Wolves","Belgium, United Kingdom","2021-08-11 00:00:00","2021","PG-13","90 min","Documentaries, International Movies","As a little girl, she escaped the Holocaust and lived among wolves. Or did she? An extraordinary story elicits sympathy â€” then draws scrutiny."
"s285","Movie","The Kissing Booth 3","United Kingdom, United States","2021-08-11 00:00:00","2021","TV-14","114 min","Comedies, Romantic Movies","Determined to make the most of her final summer before college, Elle plans the ultimate bucket list as she navigates what comes next with Noah and Lee."
"s286","Movie","The Railway Man","Switzerland, United Kingdom, Australia","2021-08-11 00:00:00","2013","R","108 min","Dramas, International Movies","Decades after World War II, a still-shattered soldier unexpectedly falls in love and sees a bizarre coincidence bring his past back into focus."
"s287","TV Show","Gabby's Dollhouse","United States","2021-08-10 00:00:00","2021","TV-Y","2 Seasons","Kids' TV","Cute cats, quirky crafts and colorful magic! Join kitty enthusiast Gabby and her sidekick Pandy Paws as they team up for a series of animated adventures."
"s288","TV Show","I Need Romance","null","2021-08-10 00:00:00","2021","TV-14","1 Season","International TV Shows, Romantic TV Shows, TV Comedies","A workaholic who lost interest in romance reunites with an old flame and gifted music composer, who's determined to restore her belief in love."
"s289","TV Show","Las muÃ±ecas de la mafia","Colombia","2021-08-10 00:00:00","2018","TV-MA","1 Season","Crime TV Shows, International TV Shows, Spanish-Language TV Shows","Based on the book ""Las FantÃ¡sticas,"" this exciting telenovela follows the tumultuous lives of five women who get mixed up with the Mafia."
"s290","TV Show","The Crowned Clown","South Korea","2021-08-10 00:00:00","2019","TV-14","1 Season","International TV Shows, Romantic TV Shows, TV Dramas","Standing in for an unhinged Joseon king, a look-alike clown plays the part but increasingly becomes devoted to protecting the throne and the people."
"s291","Movie","Untold: Malice at the Palace","United States","2021-08-10 00:00:00","2021","TV-MA","70 min","Documentaries, Sports Movies","Key figures from an infamous 2004 incident between players and fans at an NBA game in Michigan discuss the fight, its fallout and its lasting legacy."
"s292","TV Show","SHAMAN KING","Japan","2021-08-09 00:00:00","2021","TV-14","1 Season","Anime Series, International TV Shows","Medium Yoh Asakura enters a battle tournament held every 500 years, competing with other shamans in a bid to become the all-powerful Shaman King."
"s293","Movie","Quartet","United Kingdom","2021-08-08 00:00:00","2012","PG-13","98 min","Comedies, Dramas, Independent Movies","To save their posh retirement home, former opera stars plan a gala recital â€” until the biggest diva among them refuses to sing."
"s294","Movie","Slay","South Africa","2021-08-08 00:00:00","2021","TV-MA","86 min","Comedies, International Movies, Romantic Movies","In pursuit of both success and validation, a group of tech-savvy individuals juggle intimate encounters, first impressions and romantic opportunities."
"s295","Movie","Takizawa Kabuki ZERO 2020 The Movie","null","2021-08-07 00:00:00","2020","TV-PG","139 min","International Movies, Music & Musicals","Superstar Hideaki Takizawa reimagines his acclaimed kabuki production for the screen, featuring the dynamic talents of idol group Snow Man."
"s296","Movie","The Paper Tigers","United States","2021-08-07 00:00:00","2021","PG-13","111 min","Action & Adventure, Comedies","After reuniting as middle-aged men, three kung-fu prodigies must set their differences aside and dust off their skills to avenge their beloved mentor."
"s297","TV Show","Hit & Run","Israel, United States","2021-08-06 00:00:00","2021","TV-MA","1 Season","TV Action & Adventure, TV Dramas, TV Mysteries","A man searching for the truth behind his wife's death becomes caught up in a dangerous web of secrets and intrigue stretching from New York to Tel Aviv."
"s298","TV Show","Navarasa","India","2021-08-06 00:00:00","2021","TV-MA","1 Season","TV Shows","From amusement to awe, the nine human emotions of Indian aesthetic theory are explored in this anthology series."
"s299","Movie","Quam's Money","Nigeria","2021-08-06 00:00:00","2020","TV-MA","115 min","Comedies, Dramas, International Movies","In this sequel to ""New Money,"" Quam, a security guard turned multimillionaire, lives the good life with his fortune until he falls victim to fraud."
"s300","Movie","The Swarm","France","2021-08-06 00:00:00","2021","TV-14","102 min","Horror Movies, Independent Movies, International Movies","A single mother breeds locusts as high-protein food, but has trouble getting them to reproduce â€” until she finds they have a taste for blood."
"s301","Movie","Vivo","Canada, United States","2021-08-06 00:00:00","2021","PG","100 min","Children & Family Movies, Music & Musicals","A music-loving kinkajou embarks on the journey of a lifetime to fulfill his destiny and deliver a love song for an old friend."
"s302","Movie","Chennai Express","India","2021-08-05 00:00:00","2013","TV-14","135 min","Action & Adventure, Comedies, International Movies","What could have been a sad journey turns joyful for Rahul when he falls in love with a woman en route to submerging his grandfather's ashes."
"s303","Movie","City of God: 10 Years Later","Brazil","2021-08-05 00:00:00","2013","TV-MA","69 min","Documentaries, International Movies","A decade after the seminal Brazilian film ""City of God,"" this documentary reunites some of the cast and crew to find out what paths their lives took."
"s304","Movie","Esperando la carroza","Argentina","2021-08-05 00:00:00","1985","TV-MA","95 min","Comedies, Cult Movies, International Movies","Cora has three sons and a daughter and sheÂ´s almost 80. One day during a family reunion the big question comes up: who will be her heir?"
"s305","Movie","Lady Boss: The Jackie Collins Story","United Kingdom","2021-08-05 00:00:00","2021","TV-14","97 min","Documentaries","""Queen of Sleaze"" or feminist pioneer? Powerhouse novelist Jackie Collins created a brash sex-positive persona while hiding her private struggles."
"s306","Movie","Tango Feroz","Argentina, Spain","2021-08-05 00:00:00","1993","TV-MA","124 min","Classic Movies, Dramas, International Movies","One of the first rock stars in Argentina, Tango leads a full life during an era of social unrest â€“ one of both glory and despair."
"s307","Movie","'76","Nigeria","2021-08-04 00:00:00","2016","TV-PG","118 min","Dramas, International Movies","When her husband is accused of taking part in an attempted military coup, a pregnant woman's life takes an emotional turn. Inspired by true events."
"s308","Movie","Aftermath","United States","2021-08-04 00:00:00","2021","TV-MA","115 min","Horror Movies","Desperate to save their marriage, a young couple takes a deal and moves into their dream home, but disturbing events reveal the house's troubled history."
"s309","Movie","American Masters: Inventing David Geffen","United States","2021-08-04 00:00:00","2012","TV-MA","115 min","Movies","The son of Jewish immigrants, David Geffen emerged from a humble upbringing to become one of the most powerful media personalities in America."
"s310","TV Show","Car Masters: Rust to Riches","null","2021-08-04 00:00:00","2021","TV-PG","3 Seasons","Reality TV","The colorful crew at Gotham Garage overhauls an eclectic collection of cars and trucks, trading up to a showstopper they can sell for big bucks."
"s311","TV Show","Cocaine Cowboys: The Kings of Miami","United States","2021-08-04 00:00:00","2021","TV-MA","1 Season","Crime TV Shows, Docuseries","Two childhood friends go from high school dropouts to the most powerful drug kingpins in Miami in this true story of a crime saga that spanned decades."
"s312","TV Show","Control Z","Mexico","2021-08-04 00:00:00","2021","TV-MA","2 Seasons","International TV Shows, Spanish-Language TV Shows, TV Dramas","When a hacker begins releasing students' secrets to the entire high school, the socially isolated but observant SofÃ­a works to uncover his/her identity."
"s313","TV Show","Cooking With Paris","United States","2021-08-04 00:00:00","2021","TV-MA","1 Season","Reality TV","With an anyone-can-cook attitude, Paris Hilton adds her own flair to every dish. Fun is just one edible glitter bomb away on this unique cooking show."
"s314","TV Show","Autumn's Concerto","Taiwan","2021-08-03 00:00:00","2009","TV-14","1 Season","International TV Shows, Romantic TV Shows, TV Dramas","After losing all memories of his past, a wealthy lawyer travels to a rural village where a woman he once loved now lives with her son."
"s315","Movie","Heavy","United States","2021-08-03 00:00:00","1995","R","104 min","Dramas, Independent Movies, Romantic Movies","Overweight Victor hides from the world making pizzas in his mother's gloomy dive until a new waitress blows in and disrupts his isolation."
"s316","Movie","Ije: The Journey","United States, Nigeria","2021-08-03 00:00:00","2010","TV-MA","106 min","Dramas, International Movies","When her sister is accused of multiple murders, a Nigerian woman travels to Los Angeles to uncover the truth and fight for her siblingâ€™s freedom."
"s317","TV Show","Office Girls","Taiwan","2021-08-03 00:00:00","2011","TV-14","1 Season","International TV Shows, Romantic TV Shows, TV Comedies","A department store mogul has his son work incognito in a menial job to prove his worthiness, while female co-workers teach him how normal people live."
"s318","Movie","Pray Away","United States","2021-08-03 00:00:00","2021","PG-13","102 min","Documentaries, LGBTQ Movies","Ex-leaders and a survivor of the so-called ""conversion therapy"" movement speak out about its harm to the LGBTQ+ community and its devastating persistence."
"s319","Movie","Shiny_Flakes: The Teenage Drug Lord","null","2021-08-03 00:00:00","2021","TV-MA","97 min","Documentaries, International Movies","Max S. reveals how he built a drug empire from his childhood bedroom in this story that inspired the series ""How to Sell Drugs Online (Fast)."""
"s320","TV Show","The Prince Who Turns into a Frog","Taiwan","2021-08-03 00:00:00","2005","TV-14","1 Season","International TV Shows, Romantic TV Shows, TV Comedies","Before his wedding, a cold CEO is hit by a car and awakens a changed man. As he and the driver fall in love, more changes appear on the road ahead."
"s321","TV Show","Top Secret UFO Projects: Declassified","null","2021-08-03 00:00:00","2021","TV-PG","1 Season","Docuseries","Though claims of extraterrestrial encounters have long been dismissed, many believe the existence of UFOs is not just likely, but a certainty."
"s322","TV Show","Two Fathers","Taiwan","2021-08-03 00:00:00","2013","TV-14","1 Season","International TV Shows, Romantic TV Shows, TV Comedies","When two single guys learn a woman they both slept with disappeared after giving birth, they decide to raise her baby girl together as a family."
"s323","TV Show","You're My Destiny","Taiwan","2021-08-03 00:00:00","2008","TV-MA","1 Season","International TV Shows, Romantic TV Shows, TV Comedies","A young woman's romantic cruise ends in a twist when she gets pregnant after a one-night stand with a rich executive, turning their lives upside down."
"s324","TV Show","30 Rock","United States","2021-08-01 00:00:00","2012","TV-14","7 Seasons","TV Comedies","Liz Lemon juggles the demands of running an NBC sketch comedy show with trying to fix her disaster of a personal life and eating her night cheese."
"s325","TV Show","44 Cats","Italy","2021-08-01 00:00:00","2020","TV-Y7","3 Seasons","Kids' TV","Paw-esome tales abound when singing furry friends Lampo, Milady, Pilou and Meatball band together."
"s326","Movie","Beethoven","United States","2021-08-01 00:00:00","1992","PG","87 min","Children & Family Movies, Comedies","A father reluctantly agrees to let his children keep a St. Bernard puppy, but the playful pooch soon turns into a full-grown engine of destruction."
"s327","Movie","Beethoven's 2nd","United States","2021-08-01 00:00:00","1993","PG","88 min","Children & Family Movies, Comedies","After St. Bernard Beethoven sires a brood with Missy, he and the Newton kids must intervene when Missy's owner tries to sell the puppies."
"s328","Movie","Beowulf","United States, United Kingdom","2021-08-01 00:00:00","2007","PG-13","114 min","Action & Adventure, Sci-Fi & Fantasy","This deftly animated take on a legendary Old English epic tells the timeless tale of a Scandinavian hero who's known for slaying dragons."
"s329","Movie","Boyka: Undisputed","Bulgaria, United States","2021-08-01 00:00:00","2016","R","90 min","Action & Adventure","The fourth film in the action franchise finds Boyka taking on brutal gangsters to protect the widow of a man he unintentionally killed in the ring."
"s330","Movie","Catch Me If You Can","United States, Canada","2021-08-01 00:00:00","2002","PG-13","142 min","Dramas","An FBI agent makes it his mission to put cunning con man Frank Abagnale Jr. behind bars. But Frank not only eludes capture, he revels in the pursuit."
"s331","Movie","Cloudy with a Chance of Meatballs","United States, Canada","2021-08-01 00:00:00","2009","PG","90 min","Children & Family Movies, Comedies, Sci-Fi & Fantasy","When inventor Flint Lockwood makes clouds rain food, the citizens of Chewandswallow can feed themselves. But a bowl of disaster is about to overflow."
"s332","TV Show","Darwinâ€™s Game","null","2021-08-01 00:00:00","2020","TV-MA","1 Season","Anime Series, International TV Shows, TV Thrillers","High schooler Kaname activates a mysterious mobile app and unwittingly joins a game pitting players with supernatural abilities against each other."
"s333","Movie","Deep Blue Sea","United States, Mexico","2021-08-01 00:00:00","1999","R","105 min","Action & Adventure, Horror Movies, Sci-Fi & Fantasy","Scientists conduct research on sharks in search of an Alzheimer's cure. But a dangerous shortcut leads to huge sharks with near-human intelligence."
"s334","Movie","Ferris Bueller's Day Off","United States","2021-08-01 00:00:00","1986","PG-13","103 min","Classic Movies, Comedies, Cult Movies","After faking an illness to skip school, popular teen Ferris Bueller enjoys a fun-filled day in Chicago with his girlfriend and his uptight best friend."
"s335","Movie","Five Feet Apart","United States","2021-08-01 00:00:00","2019","PG-13","116 min","Dramas, Romantic Movies","A teen with cystic fibrosis shakes up her daily routine and challenges hospital protocol when she falls for a fellow patient."
"s336","Movie","Freedomland","United States","2021-08-01 00:00:00","2006","R","113 min","Dramas, Thrillers","When a woman reports that her infant son was kidnapped by a black man, an African American detective and a white activist team up to dig for details."
"s337","TV Show","Friday Night Lights","null","2021-08-01 00:00:00","2010","TV-14","5 Seasons","TV Dramas, Teen TV Shows","Eric Taylor faces enormous pressure when he signs on as the new coach of a small-town Texas football team that's poised to win the state championship."
"s338","Movie","Good Luck Chuck","United States, Canada","2021-08-01 00:00:00","2007","R","99 min","Comedies, Romantic Movies","Every time Chuck breaks up with a girlfriend, she ends up engaged to her next boyfriend. Soon, women are dating Chuck in hopes of meeting Mr. Right."
"s339","TV Show","Hunter X Hunter (2011)","Japan","2021-08-01 00:00:00","2014","TV-14","6 Seasons","Anime Series, International TV Shows","To fulfill his dreams of becoming a legendary Hunter like his dad, a young boy must pass a rigorous examination and find his missing father."
"s498","TV Show","Cat People","null","2021-07-07 00:00:00","2021","TV-14","1 Season","Docuseries","Cat people come in all shapes and sizes, but they share a love for their enchanting, unique feline friends. This docuseries reveals their tales."
"s340","Movie","I missed you: Director's Cut","null","2021-08-01 00:00:00","2021","TV-14","96 min","Dramas, Independent Movies, International Movies","A workaholic reconnects with two men she blocked on social media five years ago and begins to reflect on her past life choices."
"s341","Movie","Inception","United States, United Kingdom","2021-08-01 00:00:00","2010","PG-13","148 min","Action & Adventure, Sci-Fi & Fantasy, Thrillers","A troubled thief who extracts secrets from people's dreams takes one last job: leading a dangerous mission to plant an idea in a target's subconscious."
"s342","Movie","Magnolia","United States","2021-08-01 00:00:00","1999","R","189 min","Dramas, Independent Movies","Through chance, history and divine intervention, a cast of eclectic characters weaves and warps through each other's lives on a random day in California."
"s343","Movie","Major Payne","United States","2021-08-01 00:00:00","1995","PG-13","97 min","Comedies","A hardened Marine is given his marching orders and must now lead a disorderly group of mismatched cadets into a junior ROTC competition."
"s344","Movie","My Girl","United States","2021-08-01 00:00:00","1991","PG-13","102 min","Dramas","This coming-of-age charmer follows a summer in the life of an 11-year-old girl who learns about love and loss as she grapples with profound changes."
"s345","Movie","My Girl 2","United States","2021-08-01 00:00:00","1994","PG","99 min","Children & Family Movies, Comedies, Dramas","A teen makes surprising discoveries when she talks to her dead mother's high school friends for an essay about someone she admires but has never met."
"s346","Movie","Open Season: Scared Silly","United States, Canada","2021-08-01 00:00:00","2015","PG","85 min","Children & Family Movies, Comedies","When a spooky werewolf tale scares Boog out of joining the annual camping trip, his friends hatch a plan to cure him of his fear."
"s347","Movie","Pineapple Express","United States","2021-08-01 00:00:00","2008","R","112 min","Action & Adventure, Comedies","After witnessing a murder, a perpetually stoned process server and his good-natured dealer go on the run from a drug lord who's out to kill them."
"s348","Movie","Planet 51","Spain, United Kingdom, United States","2021-08-01 00:00:00","2009","PG","91 min","Children & Family Movies, Comedies, Sci-Fi & Fantasy","After landing on a planet reminiscent of 1950s suburbia, a human astronaut tries to avoid capture, recover his spaceship and make it home safely."
"s349","Movie","Poms","United Kingdom, United States","2021-08-01 00:00:00","2019","PG-13","91 min","Comedies","After moving to a retirement community, loner Martha befriends a fun-loving neighbor and forms a cheerleading club for young-at-heart seniors."
"s350","Movie","Seabiscuit","United States","2021-08-01 00:00:00","2003","PG-13","141 min","Dramas, Sports Movies","An ungainly-looking colt becomes a winning thoroughbred in this Depression-era drama based on the true story of champion racehorse Seabiscuit."
"s351","Movie","Space Cowboys","United States","2021-08-01 00:00:00","2000","PG-13","130 min","Action & Adventure, Dramas, Sci-Fi & Fantasy","A retired engineer agrees to help NASA prevent a Russian satellite from falling to Earth if he and his over-the-hill pals can man the mission."
"s352","Movie","Team America: World Police","United States, Germany","2021-08-01 00:00:00","2004","R","98 min","Action & Adventure, Comedies, Cult Movies","In this musical satire, an all-marionette police force takes on the challenging role of keeping the peace on a troubled planet."
"s353","Movie","The Edge of Seventeen","United States, China","2021-08-01 00:00:00","2016","R","105 min","Comedies, Dramas","A troubled teenager finds high school life even less bearable after she catches her childhood best friend hooking up with her popular older brother."
"s354","Movie","The Haunting in Connecticut 2: Ghosts of Georgia","United States","2021-08-01 00:00:00","2013","R","101 min","Horror Movies","A couple's Georgia dream home becomes a living nightmare when their daughter begins to have frightening visions from the property's terrible past."
"s355","Movie","The Last Boy Scout","United States","2021-08-01 00:00:00","1991","R","105 min","Action & Adventure, Comedies","Private eye Joe Hallenbeck is forced to team up with a disgraced quarterback to uncover a conspiracy by a politician and a football team owner."
"s356","Movie","The Lincoln Lawyer","United States","2021-08-01 00:00:00","2011","R","118 min","Dramas, Thrillers","A street-wise defense lawyer who operates out of the back seat of his Lincoln lands a high-profile case that soon puts him and his family in danger."
"s357","Movie","The Losers","United States, France","2021-08-01 00:00:00","2010","PG-13","97 min","Action & Adventure","After a search-and-destroy mission leads to betrayal, an elite black ops squad seeks revenge. But they must remain deep undercover to even the score."
"s358","Movie","The Machinist","Spain, France, United Kingdom, United States","2021-08-01 00:00:00","2004","R","102 min","Dramas, Independent Movies, Thrillers","Haunted and gaunt after a prolonged bout of insomnia, factory worker Trevor Reznik begins to question his sanity amid a series of mysterious events."
"s359","Movie","The Net","United States","2021-08-01 00:00:00","1995","PG-13","114 min","Thrillers","A computer analyst becomes a target after she stumbles onto a conspiracy via a mysterious floppy disk, forcing her to go on the run to clear her name."
"s360","Movie","The Original Kings of Comedy","United States","2021-08-01 00:00:00","2000","R","111 min","Stand-Up Comedy","Comedians Steve Harvey, Cedric the Entertainer, D.L. Hughley and Bernie Mac hit the stage in an iconic stand-up concert directed by Spike Lee."
"s361","Movie","Valentine's Day","United States","2021-08-01 00:00:00","2010","PG-13","125 min","Comedies, Romantic Movies","The tripwires of modern love are exposed in a carousel involving relationships and the single life on the most romantic day of the year: February 14."
"s362","TV Show","Charmed","United States","2021-07-31 00:00:00","2021","TV-14","3 Seasons","TV Dramas, TV Sci-Fi & Fantasy","After their motherâ€™s tragic death, a trio of sisters bond over their newfound powers, vanquish demons and band together to defend their magical legacy."
"s363","Movie","The Lost CafÃ©","null","2021-07-31 00:00:00","2018","TV-14","76 min","Dramas, International Movies","An aspiring filmmaker grapples with her decision to study abroad in Norway when she meets an insightful but peculiar owner of a curious coffee shop."
"s364","Movie","The Vault","null","2021-07-31 00:00:00","2021","R","118 min","Action & Adventure, International Movies, Thrillers","A genius engineer and his crew of amateur thieves plot a scheme to seize a legendary lost treasure hidden in a fortress beneath the Bank of Spain."
